keywords,len
SHUANGDAN ORAL LIQUID,3
QUANTITATIVEDETERMINATION,1
ACTIVE COMPONENTS,2
INFLAMMATION,1
ANTIOXIDANT,1
PROSTAGLANDINS,1
MECHANISMS,1
PROTECTION,1
DANSHENSU,1
DISEASES,1
HCCI technology,2
Emissions NOx,2
Vehicle,1
Euro 7,2
NITROGENDIOXIDE,1
WAVE INFLUENCES,2
COMBUSTION,1
PERFORMANCE,1
DESIGN,1
INLET,1
PIPE,1
,1
SURVIVAL,1
DISEASE,1
DEATH,1
Drug repurposing,2
Clinical research,2
Research funding,2
Publicprivate partnerships,2
Crowdfunding,1
Social impact bonds,3
PUBLICPRIVATE PARTNERSHIPS,2
REPURPOSING DRUGS,2
RARE DISEASES,2
GENERIC DRUGS,2
TRIALS,1
CANCER,1
ONCOLOGY,1
CHALLENGES,1
OPPORTUNITIES,1
STRATEGIES,1
Health professional,2
Knowledge,1
Attitude,1
Confidentiality,1
Ethiopia,1
PHYSICIANS,1
PROTECTION,1
NURSES,1
Offences Crime,2
White Color Offences,3
Socioeconomic offence,2
Fraud,1
Misrepresentation,1
Illegal economic activities,3
Commercial transactions,2
White collar crimes,3
,1
antiaging,1
UV protection,2
MMP1,1
melanin pigmentation,2
wrinkle reduction,2
tyrosinase,1
elastase,1
TELOMERASE ACTIVITY,2
TYROSINASE,1
INGREDIENTS,1
FIBROBLASTS,1
ANTIOXIDANT,1
EXTRACTS,1
L,1
PFO closure,2
prior stroke,2
prior transient ischaemic attack,4
stroke,1
,1
Wastewater treatment technologies,3
Reverse osmosis,2
Membrane technologies,2
Photocatalysis,1
Pollutant removal,2
Biological water treatment,3
Environmental technology,2
Chemicals removal,2
Sustainable development,2
Environmental protection,2
PERSONAL CARE PRODUCTS,3
HEAVYMETAL REMOVAL,2
WASTEWATER,1
FATE,1
COAGULATION,1
RESISTANCE,1
acute coronary syndrome,3
clopidogrel,1
hospitalization,1
ischemic attack transient,3
propensity score,2
MYOCARDIALINFARCTION,1
ASPIRIN,1
BIOEQUIVALENCE,1
THERAPY,1
TRENDS,1
computational fluid dynamics modeling CFD,5
atrial fibrillation,2
TAVR,1
silent brain Infarcts,3
stroke,1
particle flow simulation,3
cerebroembolic protection devices,3
aortic arch,2
AORTICVALVE IMPLANTATION,2
STROKE PREVENTION,2
FIBRILLATION,1
ASSOCIATION,1
REPLACEMENT,1
WARFARIN,1
SAFETY,1
Cetylpyridinium chloride,2
Glycerin,1
Xanthan gum,2
Antiviral,1
Barrier formation,2
Prophylaxis,1
SEASONAL INFLUENZA,2
UNITEDSTATES,1
TRACT,1
VIRUS,1
ADULTS,1
SURVEILLANCE,1
FREQUENCY,1
DIAGNOSIS,1
DISEASES,1
SOCIETY,1
,1
RATIONALE,1
EUROPE,1
Coccidiosis,1
Eimeria maxima,2
Broiler,1
Genetic selection,2
Resistance,1
Tolerance,1
Growth rate,2
Bone mineralisation,2
NITRICOXIDE PRODUCTION,2
FED REPRESENTATIVE 1957,3
DIETARY VITAMINE,2
ACERVULINA INFECTION,2
IMMUNERESPONSES,1
TENELLA INFECTIONS,2
DISEASE RESISTANCE,2
COMMERCIAL BROILER,2
ANTIBODYRESPONSE,1
CROSSPROTECTION,1
global value chain,3
green innovation,2
risk identification,2
group decision characteristic root,4
index screening,2
,1
ecoinnovation,1
EcoInnovation Index,2
the European Union,3
catchingup ecoinnovators,2
ecoinnovation inputs,2
ecoinnovation activities,2
environmental protection,2
SUSTAINABLE DEVELOPMENT,2
POLAND,1
COMPETITIVENESS,1
ENTERPRISES,1
INDUSTRY,1
SYSTEM,1
FDA,1
insurers,1
health innovation,2
intellectual property,2
pharmaceuticals,1
precision medicine,2
OFFLABEL USE,2
SURROGATE ENDPOINTS,2
INFORMATIONTECHNOLOGY,1
PREEXPOSURE PROPHYLAXIS,2
PERSONALIZED MEDICINE,2
DRUG SAFETY,2
RECORDS,1
POLICY,1
RISK,1
DISCOVERY,1
body armor,2
bulletproof,1
Casimir Zeglen,2
Jan Szczepanik,2
Stephanie Louise Kwolek,3
kevlar,1
BODY ARMOR,2
invivo dosimetry,2
low instantaneous dose rate total body irradiation,7
TPS model configuration,3
INTERSTITIAL PNEUMONITIS,2
TRANSPLANTATION,1
RISK,1
UNIT,1
necrotizing enterocolitis,2
preterm Infants,2
BPD,1
ACUTE KIDNEY INJURY,3
PHAGOCYTOSIS,1
OUTCOMES,1
GROWTH,1
,1
CHIRALITY,1
Innominate artery cannulation,3
Aortic surgery,2
Axillary artery cannulation,3
HYPOTHERMIC CIRCULATORY ARREST,3
AXILLARY ARTERY,2
BRAIN PROTECTION,2
ARCH SURGERY,2
ASCENDING AORTA,2
SIDE GRAFT,2
SAFE,1
EXPERIENCE,1
SITE,1
Suxiao Jiuxin pill,3
Autophagy,1
Myocardial ischemiareperfusion injury,3
ALKBH5GSK3 betamTOR pathway,3
MESSENGERRNA,1
AUTOPHAGY,1
trait association,2
categorical data,2
cotton,1
crop germplasm,2
breeding,1
PLANT,1
GENES,1
Coronary artery bypass graft,4
Internal mammary arteries,3
Transit time flow measurement,4
,1
Entrepreneurship,1
Firm performance,2
General selfefficacy,2
Survival,1
Job creation,2
Innovation,1
PERSONALITYTRAITS,1
FIRM PERFORMANCE,2
MEDIATING ROLE,2
SURVIVAL,1
GROWTH,1
CREATIVITY,1
MOTIVATION,1
ATTITUDES,1
SUCCESS,1
CULTURE,1
,1
INTERRUPTED TIMESERIES,2
DRUG MARKETS,2
COMPETITION,1
CANADA,1
Forging,1
Numerical simulations,2
Aircraft components,2
Threeslide forging press,3
Magnesium alloys,2
Twinrib brackets,2
,1
Equity,1
Confidentiality agreements,2
Market regulation,2
MANAGED ENTRY,2
EXPERIENCES,1
PAYERS,1
robotic and autonomous systems,4
drones,1
crawlers,1
remotely operated vehicles,3
Internet of Robotic Things,4
data governance,2
user interface,2
international standards,2
DATA GOVERNANCE,2
Transcranial Doppler,2
antiphospholipid syndrome,2
cerebral blood flow,3
microembolic signals,2
righttoleft shunt,2
systemic lupus erythematosus,3
PATENT FORAMEN OVALE,3
TOLEFT SHUNT,2
SYSTEMICLUPUSERYTHEMATOSUS,1
MICROEMBOLIC SIGNALS,2
CEREBRAL MICROEMBOLI,2
ULTRASOUND,1
CLOSURE,1
STROKE,1
ANTICOAGULATION,1
MANIFESTATIONS,1
diabetes mellitus,2
diabetic complications,2
diabetic nephropathy,2
traditional Chinese medicine,3
randomized controlled trials,3
systematic review,2
evidencebased analysis,2
evidence mapping,2
CHRONIC KIDNEYDISEASE,2
QUALITYOFLIFE,1
MANAGEMENT,1
BURDEN,1
biofuel,1
biodiesel,1
second generation biofuels,3
waste animal fats,3
transesterification process,2
animal fats butyl esters,4
animal fats methyl esters,4
motor fuels testing,3
fuel parameters,2
KINEMATIC VISCOSITY,2
ANIMAL FAT,2
EMISSION CHARACTERISTICS,2
DIESEL BLENDS,2
BEEF TALLOW,2
PERFORMANCE,1
FUEL,1
OIL,1
TRANSESTERIFICATION,1
COMBUSTION,1
,1
LASER FENESTRATION,2
ARCH,1
REPLACEMENT,1
MANAGEMENT,1
COVERAGE,1
OUTCOMES,1
Broadband,1
Common carrier,2
Deregulation,1
Federalism,1
Internet protocol,2
Monopoly,1
Path dependence,2
Policy experimentation,2
Public relations,2
Public utility,2
EVOLUTION,1
,1
,1
,1
PARAAMINOBENZOIC ACID,2
CHARGETRANSFER STATE,2
EXCITEDSTATE,1
PHOTOPHYSICAL PROPERTIES,2
TRANSIENT ABSORPTION,2
INTERNALCONVERSION,1
DIPOLEMOMENTS,1
DYNAMICS,1
FLUORESCENCE,1
PHOTOPROTECTION,1
Octreotide acetate,2
somatostatin,1
acute pancreatitis,2
miR200 family,2
MICRORNA200 FAMILY,2
PREVENTION,1
INJURY,1
ROLES,1
Ground heat storage GHS,4
Renewable energy sources RES,4
Active thermal protection ATP,4
thermal barrier TB Energy solar roof ERS,7
Combined buildingenergy systems,3
Geothermic energy,2
Solar energy,2
DESIGN,1
FLUX,1
moyamoya,1
revascularization,1
stroke,1
outcomes,1
pediatric,1
cerebrovascular,1
vascular disorders,2
LONGTERM OUTCOMES,2
SURGICALTREATMENT,1
BURR HOLE,2
CHILDREN,1
SURGERY,1
REVASCULARIZATION,1
Sanqi oral solution,3
HIF1 alphaPKM2 pathway,3
Glycolysis,1
Fibroblast,1
Renoprotection,1
TUBULOINTERSTITIAL FIBROSIS,2
UPREGULATION,1
HIF1ALPHA,1
CELLS,1
RATS,1
GLYCOLYSIS,1
Fufangzhenzhutiaozhi formula,2
Diabetes mellitus,2
 cell regeneration,3
PDX1,1
MAFA,1
NGN3,1
SERUM,1
MASS,1
RAT,1
Atlantic salmon,2
fish welfare,2
genetic resistance,2
policy instruments,2
regulation,1
salmon lice,2
selective breeding,2
GENETICRESOURCES,1
PROTECTION,1
ACCESS,1
EFFICIENCY,1
Mitral surgery,2
Redo,1
Mitral repair,2
Outcomes,1
Valve disease,2
Mitral valve,2
CARDIACSURGERY,1
VALVE SURGERY,2
RISKFACTORS,1
REPLACEMENT,1
MORTALITY,1
IMPLANTATION,1
REOPERATION,1
STERNOTOMY,1
FAILURE,1
REENTRY,1
Land Law 201301,3
Land use and management,4
Benin Republic,2
,1
ESG performance,2
Green innovation,2
Government regulation,2
Sustainable development,2
MANAGEMENT,1
IMPACT,1
counterfeit goods,2
illicit trafficking,2
infringement of intellectual property rights,5
copyright holder,2
consumer,1
forgery,1
SHADOW ECONOMY,2
FEVAR,1
TEVAR,1
BEVAR,1
thoracoabdominal aortic aneurysm repair,4
endovascular aneurysm repair,3
SPINALCORD PROTECTION,2
OPEN SURGICAL REPAIR,3
STENT GRAFTS,2
OUTCOMES,1
METAANALYSIS,1
DURABILITY,1
ISCHEMIA,1
insurance marketing,2
insurance management,2
insurance technologies,2
innovations,1
the Innovations index,3
innovative development,2
Principal Component Analysis,3
Multifactor regression model,3
,1
DanDengTongNao capsules,2
HPLC fingerprint,2
UPLCQTOFMS,1
Cerebrospinal fluid pharmacology,3
OGDR,1
BMECs,1
CEREBRALISCHEMIAREPERFUSION,1
CATENIN SIGNALING PATHWAY,3
OXIDATIVE STRESS,2
STROKE,1
GSK3BETA,1
MECHANISMS,1
APOPTOSIS,1
Malaria,1
Serology,1
Surveillance,1
FALCIPARUM MEROZOITE ANTIGENS,3
PLASMODIUMFALCIPARUM,1
SURFACE PROTEIN1,2
GENETIC DIVERSITY,2
PROTECTION,1
AGE,1
ASSOCIATION,1
EXPOSURE,1
EFFICACY,1
TARGET,1
,1
MICROVASCULAR ENDOTHELIALCELLS,2
VULNERABLE PLAQUES,2
REPERFUSION INJURY,2
DOUBLEBLIND,1
NOREFLOW,1
PROTECTION,1
ELEVATION,1
ISCHEMIA,1
PATHWAY,1
ENOS,1
European asymmetries,2
TFP,1
Interest rate,2
Exchange rate,2
Labor market,2
Wage rate,2
C22,1
D21,1
D24,1
EXCHANGERATE,1
EMPLOYMENT PROTECTION,2
TECHNICAL CHANGE,2
PRODUCTIVITY,1
TECHNOLOGY,1
Securities margin trading,3
Deregulation of shortselling,3
Green innovation,2
Quasinatural experiment,2
CORPORATE CASH HOLDINGS,3
SHORTSALES CONSTRAINTS,2
ENVIRONMENTALMANAGEMENT,1
ANALYST COVERAGE,2
PRICE DISCOVERY,2
PERFORMANCE,1
GOVERNANCE,1
INVESTMENT,1
IMPACT,1
PHILANTHROPY,1
green technology,2
ingredients,1
phytobiome,1
phytofermentation,1
,1
R  D  I policies,6
Environmental Innovation,2
Technology Fund,2
Evaluation of ecoinnovation policies,4
Regional development,2
ECOINNOVATION,1
GREEN,1
PERFORMANCE,1
ECONOMICS,1
BARRIERS,1
mounting medium,2
coverslip seal,2
fixation,1
maceration,1
clearing,1
immersion oil,2
rehydration,1
permeability,1
DIMETHYL HYDANTOIN FORMALDEHYDE,3
PHASEAMPLITUDE MICROSCOPY,2
SINGLECELL RESOLUTION,2
MOUNTING MEDIUM,2
SYNTHETIC RESINS,2
GASCHROMATOGRAPHY,1
MASSSPECTROMETRY,1
PERMANENT MOUNTS,2
REFRACTIVEINDEX,1
AGING BEHAVIOR,2
Industrial Property infringements,3
patent infringements,2
patent protection in Spain,4
patent protection in Mexico,4
patent judicial protection,3
judicial process,2
administrative procedure,2
IMPI,1
,1
Patent Protection,2
Status Preference,2
Innovation,1
Social Welfare,2
INTELLECTUAL PROPERTYRIGHTS,2
RESEARCHANDDEVELOPMENT,1
ENDOGENOUS GROWTH,2
BLOCKING PATENTS,2
ECONOMICGROWTH,1
CAPITALISM,1
SPIRIT,1
RETURNS,1
CULTURE,1
SAVINGS,1
RD,1
Patent Protection,2
Welfare Analysis,2
SemiEndogenous Growth,2
INTELLECTUAL PROPERTYRIGHTS,2
RESEARCHANDDEVELOPMENT,1
BLOCKING PATENTS,2
ECONOMICGROWTH,1
INNOVATION,1
POLICY,1
NORTH,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
TECHNOLOGYTRANSFER,1
IMITATION,1
PRODUCT,1
INNOVATION,1
WELFARE,1
TRADE,1
MODE,1
CAFC,1
entry,1
patent law,2
patent strategy,2
strategic patents,2
INTELLECTUAL PROPERTYRIGHTS,2
INNOVATION,1
IMPACT,1
TECHNOLOGY,1
STRATEGIES,1
THICKETS,1
COURTS,1
ENTRY,1
FIRMS,1
Patent protection enforcement,3
RDintensity,1
Export quality,2
INTELLECTUAL PROPERTYRIGHTS,2
FOREIGN DIRECTINVESTMENT,2
FINANCIAL DEPENDENCE,2
TRADE LIBERALIZATION,2
TECHNOLOGYTRANSFER,1
ECONOMICGROWTH,1
INNOVATION,1
PROTECTION,1
DETERMINANTS,1
INSTITUTIONS,1
corn,1
patent,1
plant variety protection,3
,1
Exportpatent relationship,2
foreign patenting,2
strategic patenting,2
value of patents,3
PROTECTION,1
RIGHTS,1
Innovation,1
Patent protection,2
Economic growth,2
Inequality,1
D30,1
O30,1
O40,1
STRATEGIC STABILITY,2
E44,1
O31,1
O34,1
patent protection,2
credit constraints,2
economic growth,2
convergence,1
INTELLECTUAL PROPERTYRIGHTS,2
RESEARCHANDDEVELOPMENT,1
BLOCKING PATENTS,2
PROTECTION,1
GROWTH,1
LENGTH,1
POLICY,1
MODEL,1
Patent policy,2
Blocking patents,2
Economic growth,2
Innovation,1
Intellectual property rights,3
RESEARCHANDDEVELOPMENT,1
INTELLECTUAL PROPERTY,2
SCHUMPETERIAN MODEL,2
INNOVATION,1
PATENTABILITY,1
TRADE,1
Patent,1
Computer Program,2
Indonesia,1
Comparison and Several Countries,4
,1
Patent law,2
Optimal patent design,3
Patent monopoly,2
Deadweight loss,2
INNOVATION,1
LENGTH,1
POLICY,1
pharmaceutical patent protection,3
pharmaceutical policy,2
generic drug,2
China,1
,1
Patents,1
Patent portfolio,2
Litigation,1
Collusion,1
Foreclosing,1
Entry game,2
MARKETS,1
FIRMS,1
TECHNOLOGY,1
COLLUSION,1
Copyright protection,2
software patent,2
intellectual property right,3
PATENTS,1
Patents,1
Physical Capital,2
Growth,1
OLG,1
,1
Innovation,1
Patent,1
Trade secret,2
Dynamic general equilibrium,3
INNOVATION,1
FIRMS,1
,1
FOREIGN DIRECTINVESTMENT,2
GLOBAL PATENT PROTECTION,3
ENDOGENOUS GROWTH,2
DYNAMICANALYSIS,1
MULTINATIONAL FIRMS,2
ECONOMICGROWTH,1
QUALITY LADDERS,2
RICARDIAN MODEL,2
INNOVATION,1
SOUTH,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
PARALLEL IMPORTS,2
DEVELOPINGCOUNTRIES,1
PRICE CONTROLS,2
INNOVATION,1
PRODUCTS,1
WELFARE,1
TRADE,1
Patent breadth,2
inventing around,2
threat of market entry,4
market entry barriers,3
IPC codes,2
COMPETITION,1
TECHNOLOGY,1
INNOVATION,1
SCOPE,1
PERSISTENCE,1
PROTECTION,1
MONOPOLY,1
ADOPTION,1
Capital accumulation,2
Economic growth,2
Income inequality,2
Patent protection,2
R  D,3
RESEARCHANDDEVELOPMENT,1
ENDOGENOUS GROWTH,2
ECONOMICGROWTH,1
POLICY,1
RIGHTS,1
TALE,1
Patents,1
Licensing,1
wtp,1
npe,1
Welfare,1
DEVELOPMENT SPILLOVERS,2
EMPIRICALANALYSIS,1
TECHNOLOGY,1
PERSISTENCE,1
INCENTIVES,1
MARKETS,1
TROLLS,1
Economic growth,2
Patent protection,2
R  D,3
INTELLECTUAL PROPERTYRIGHTS,2
ENDOGENOUS GROWTH,2
INNOVATION,1
MODEL,1
STIMULATE,1
POLICY,1
RD,1
Financial development,2
Patent protection,2
INTELLECTUAL PROPERTYRIGHTS,2
ECONOMICGROWTH,1
INNOVATION,1
QUALITY,1
CONSTRAINTS,1
SIGNALS,1
Technological knowledge diffusion,3
Patent protection,2
Patent lifetime,2
Patent claim,2
INNOVATION,1
CITATION,1
INFORMATION,1
FLOWS,1
LIFE,1
,1
RESEARCHANDDEVELOPMENT,1
STRATEGIC MANAGEMENT,2
TECHNOLOGY,1
APPROPRIATION,1
PERFORMANCE,1
PROTECTION,1
FRAMEWORK,1
FIRMS,1
Innovation,1
Intellectual property rights,3
Endogenous growth,2
RESEARCHANDDEVELOPMENT,1
PROTECTION,1
INNOVATION,1
Export,1
Patents,1
Products,1
Intellectual property rights,3
Innovation,1
INNOVATION,1
FIRMS,1
RIGHTS,1
COMPETITION,1
TECHNOLOGY,1
COUNTRIES,1
PATTERNS,1
PRODUCT,1
IMPACT,1
developing economies,2
export quality,2
patent rights,2
technological stage dependence,3
INTELLECTUAL PROPERTYRIGHTS,2
TRADE LIBERALIZATION,2
IMPORT COMPETITION,2
PRODUCT,1
LEVEL,1
AGREEMENTS,1
INNOVATION,1
COUNTRIES,1
SELECTION,1
IMPACTS,1
Patents,1
Entrepreneurship,1
Venture Capital,2
Patent Examiners,2
Acquisition,1
Initial Public Offering,3
CHILD PROTECTION,2
FOSTERCARE,1
OUTCOMES,1
BIOTECHNOLOGY,1
INNOVATION,1
SIGNALS,1
IMPACT,1
FIRMS,1
UPS,1
,1
,1
Patent protection,2
Index,1
Crosscountry,1
Legislation,1
Enforcement,1
Administration,1
INTELLECTUAL PROPERTYRIGHTS,2
INSTITUTIONBASED VIEW,2
LATINAMERICA,1
REGIMES,1
TRADE,1
STRATEGY,1
IMPACT,1
BIOTECHNOLOGY,1
ENFORCEMENT,1
MANAGEMENT,1
Patent protection,2
intermediatesintensive,1
innovation,1
endogenous growth,2
INNOVATION,1
PROTECTION,1
Patents,1
Patent pools,2
Sequential innovation,2
Licensing,1
ANTICOMMONS,1
DESIGN,1
Environmental protection tax,3
Green innovation,2
Patent quantity,2
Patent quality,2
,1
Innovation,1
Patent Protection,2
Optimal Patent Licensing,3
Endogenous Market Structure,3
INTELLECTUAL PROPERTYRIGHTS,2
RESEARCHANDDEVELOPMENT,1
BLOCKING PATENTS,2
DYNAMICANALYSIS,1
MARKETSTRUCTURE,1
ECONOMICGROWTH,1
STIMULATE,1
POLICY,1
International patent protection,3
National treatment,2
Discrimination,1
Welfare,1
Trade barriers,2
NATIONAL TREATMENT,2
TRADE AGREEMENTS,2
Economic Growth,2
Patent Protection,2
R D,2
Capital Accumulation,2
INTELLECTUAL PROPERTYRIGHTS,2
ENDOGENOUS GROWTH,2
BLOCKING PATENTS,2
POLICY,1
LENGTH,1
software innovations,2
software patents,2
patent scope,2
opensource software,2
intellectual property,2
public policy,2
Alice v CLS Bank,4
INNOVATION,1
ECONOMICS,1
FIRMS,1
APPROPRIABILITY,1
COLLABORATION,1
SURVIVAL,1
INDUSTRY,1
IMPACT,1
LAW,1
inventors,1
patents,1
mobility,1
specific human capital,3
examiner leniency,2
INNOVATION EVIDENCE,2
EMPLOYEE MOBILITY,2
LABOR MOBILITY,2
SILICON VALLEY,2
BASIC RESEARCH,2
FIRMS,1
PRODUCTIVITY,1
COVENANTS,1
SCIENCE,1
RIGHTS,1
,1
PATENT,1
PROPERTY,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
TECHNOLOGICALINNOVATION,1
COMPLEMENTARY ASSETS,2
KNOWLEDGE,1
FLOW,1
,1
LINKAGE,1
International patent protection,3
Import tariffs,2
National treatment,2
RD,1
Welfare,1
NATIONAL TREATMENT,2
PATENT EXAMINATION,2
PASSTHROUGH,1
TRADE,1
,1
DATASECURITY,1
PRIVACY PRESERVATION,2
ABE,1
RD incentives,2
Cournot duopoly,2
Spillovers,1
Incomplete information,2
Patent protection,2
Tournament effect,2
D43,1
D82,1
L13,1
O31,1
,1
Blockchain technology,2
Patent registration,2
Patent trading,2
Patent protection,2
Traceability,1
Smart contract,2
TRACEABILITY,1
COPYRIGHT,1
biopharmaceutical industry,2
patent protection,2
patent infringement litigation,3
patent invalidation,2
,1
,1
,1
Patent analysis,2
Biotechnology,1
Intellectual property,2
Social network analysis,3
PATENT INDICATORS,2
Copyrights,1
trademarks,1
trade secrets,2
patents,1
entrepreneurship,1
PATENTS,1
INNOVATION,1
PROTECTION,1
COPYRIGHT,1
,1
MYRIAD,1
3dimensional printing,2
fused deposition modelling FDM,4
product design,2
,1
RD subsidies,2
Patents,1
Income inequality,2
Economic growth,2
INTELLECTUAL PROPERTYRIGHTS,2
CONSUMPTION INEQUALITY,2
ENDOGENOUS GROWTH,2
BLOCKING PATENTS,2
TECHNICAL CHANGE,2
MODEL,1
POLICY,1
PROTECTION,1
LIFE,1
European Patent,2
Accession,1
Patents,1
Middle income countries,3
Regional patent system,3
INTELLECTUAL PROPERTYRIGHTS,2
INNOVATION,1
PROTECTION,1
TECHNOLOGY,1
Patent protection,2
Compulsory licensing,2
Exhaustion policies,2
Imitation,1
TRIPS,1
Quality,1
Welfare,1
WTO,1
PARALLEL IMPORTS,2
EXHAUSTION,1
INNOVATION,1
ACCESS,1
TRADE,1
Biotech patents,2
IP rights,2
Myriad Genetics,2
Patent scope,2
Purposebound compound protection,3
,1
,1
INTELLECTUAL PROPERTY PROTECTION,3
MULTINATIONAL FIRMS,2
EMPIRICALEVIDENCE,1
ECONOMICGROWTH,1
LABOR MOBILITY,2
VALUE CHAINS,2
MIXED LOGIT,2
KNOWLEDGE,1
INNOVATION,1
RIGHTS,1
COVID19 vaccine,2
patent waiver,2
Jewish ethics,2
duty theory,2
,1
Global value chain,3
Patent protection,2
Technological innovation,2
Threshold effect,2
INTELLECTUAL PROPERTYRIGHTS,2
KNOWLEDGE SPILLOVERS,2
ECONOMICGROWTH,1
TRADE,1
Technological innovation,2
Intellectual property or patents,4
Product differentiation,2
,1
,1
INTELLECTUAL PROPERTYRIGHTS,2
MARKETSTRUCTURE,1
PROTECTION,1
COMPETITION,1
MODEL,1
PATENTABILITY,1
PERSISTENCE,1
GROWTH,1
LENGTH,1
LIFE,1
,1
INTELLECTUAL PROPERTY PROTECTION,3
VARIETY PROTECTION,2
RIGHTS,1
FREEDOM,1
PATENTS,1
Water resources,2
waterrelated patents,2
scarcity,1
industrialization,1
,1
,1
,1
Innovation,1
Growth,1
Patent,1
RD,1
Productivity,1
Intellectual property rights,3
Stateowned enterprises,2
China,1
INTELLECTUAL PROPERTYRIGHTS,2
RESEARCHANDDEVELOPMENT,1
MARKET VALUE,2
PATENTS,1
PROTECTION,1
PRODUCTIVITY,1
OPPORTUNITY,1
COMPETITION,1
SPILLOVERS,1
OWNERSHIP,1
international economic law,3
moral rights,2
patents,1
traditional knowledge,2
TRIPS,1
INTELLECTUAL PROPERTY,2
RIGHTS,1
Regulation EC 469,3
2009,1
Supplementary protection certificate,3
CJEU Santen judgment,3
Product patent,2
Medicinal patent,2
Application patent,2
PHARMACEUTICALS,1
PATENTABILITY,1
CONVENTION,1
,1
INTELLECTUAL PROPERTY,2
GENDERDIFFERENCES,1
EX ANTE,2
COPYRIGHT,1
INFORMATION,1
MARKET,1
POST,1
ANTICOMMONS,1
INNOVATION,1
SCIENCE,1
Intellectual property rights,3
Endogenous growth,2
Blocking patent,2
Innovation,1
RESEARCHANDDEVELOPMENT,1
ENDOGENOUS GROWTH,2
BLOCKING PATENTS,2
POLICY,1
PROTECTION,1
Patent protection,2
Public capital,2
Economic growth,2
Welfare,1
ENDOGENOUS GROWTH,2
MAINTENANCE,1
WELFARE,1
INFRASTRUCTURE,1
EXPENDITURE,1
INVESTMENT,1
COUNTRIES,1
TAXES,1
MODEL,1
,1
STRATEGIC EXPERIMENTATION,2
MARKETSTRUCTURE,1
COMPETITION,1
PROTECTION,1
DIRECTION,1
,1
PROTECTION,1
SYSTEMS,1
,1
RESEARCHANDDEVELOPMENT,1
PERSISTENCE,1
INNOVATION,1
disclosure,1
analyst forecast,2
patent,1
information asymmetry,2
American Inventors Protection Act,4
RESEARCHANDDEVELOPMENT,1
CORPORATE DISCLOSURE,2
INFORMATION ASYMMETRY,2
PROPERTYRIGHTS,1
MARKET,1
INNOVATION,1
IDEAS,1
PROFITABILITY,1
COVERAGE,1
RENT,1
Patent,1
utility model,2
twotiered patent system,3
intellectual property strategy,3
Germany,1
RESEARCHANDDEVELOPMENT,1
INTELLECTUAL PROPERTY,2
INNOVATION,1
PROTECTION,1
DISCLOSURE,1
APPROPRIATION,1
PROPENSITY,1
SECRETS,1
MOTIVES,1
SYSTEM,1
Intellectual property rights,3
Competition,1
Innovation,1
INTELLECTUAL PROPERTYRIGHTS,2
COMPETITION,1
PROTECTION,1
STIMULATE,1
INDUSTRY,1
PROGRAM,1
POLICY,1
GROWTH,1
LEVEL,1
PANEL,1
service innovation,2
video game,2
patent,1
trademark,1
innovation protection,2
MARKETING CAPABILITIES,2
CLUSTERANALYSIS,1
INFORMATION,1
DIFFUSION,1
INDICATOR,1
PATENTS,1
SECTOR,1
FIRMS,1
protection of nonpatrimonial personal rights,5
patent infringement,2
judicial and extrajudicialproceedings,3
legislation of the Russian federation,5
administrative procedures,2
,1
Digital economy,2
IRETs,1
Patent judicial protection,3
Public environmental appeal,3
INTELLECTUAL PROPERTY PROTECTION,3
CO2 EMISSIONS,2
ENVIRONMENTAL INNOVATION,2
EMPIRICALEVIDENCE,1
COAL CONSUMPTION,2
ECOINNOVATION,1
ICT,1
COSTS,1
CHINA,1
DETERMINANTS,1
drug registration,2
patent linkage system,3
pharmaceutical patent protection,3
,1
Sequential innovation,2
Complementarity,1
Patent design,2
Elasticity of the supply of inventions,6
Division of profit,3
SEQUENTIAL INNOVATION,2
DIVISION,1
PATENTABILITY,1
SEARCH,1
PROFIT,1
RIGHTS,1
MODEL,1
Intellectual Property,2
Patent,1
Innovation,1
Radiopharmaceuticals,1
Nuclear medicine,2
DRUG DEVELOPMENT,2
REGULATIONS,1
PROTECTION,1
GUIDELINE,1
,1
COPYRIGHT PROTECTION,2
COMPUTERPROGRAMS,1
PATENT,1
SOFTWARE,1
DOCTRINE,1
DESIGN,1
,1
SAMPLE SELECTION,2
PROBIT,1
PROPERTY,1
MODEL,1
Patent protection,2
RD subsidy,2
Licensing,1
Vertical separation,2
Asymmetric information,2
Real options,2
SIGNALING GAMES,2
PROPERTYRIGHTS,1
INNOVATION,1
POLICY,1
SCOPE,1
LITIGATION,1
GOVERNMENT,1
STIMULATE,1
BREADTH,1
DUOPOLY,1
Patent Litigation,2
PCT,1
National Treatment,2
Mexico,1
USMCA,1
NAFTA,1
,1
Biotechnology Inventions,2
Patents,1
Ethics,1
Morality,1
ICMR,1
Bioethics Principle,2
Patent Protection,2
Public Order,2
,1
,1
GLOBAL PRODUCTION,2
TRADE AGREEMENTS,2
PROPERTY RULES,2
ACCESS,1
PREPAREDNESS,1
VACCINATION,1
BIOSIMILARS,1
COMPETITION,1
MEDICINES,1
HEALTH,1
Dynamic,1
Human capital,2
Innovation,1
Multiregion economy,2
Patent protection,2
RESEARCHANDDEVELOPMENT,1
INNOVATION,1
SPILLOVERS,1
Endogenous growth,2
